illness_name,complication,sickness
胫腓骨骨干骨折,Treatment_of_department,胫腓骨骨折
胫腓骨骨干骨折,Treatment_of_department,慢性骨髓炎
阿片中毒,Treatment_of_department,休克
日本血吸虫病,Treatment_of_department,阑尾炎
日本血吸虫病,Treatment_of_department,肠梗阻
日本血吸虫病,Treatment_of_department,腹膜炎
变形杆菌食物中毒,Treatment_of_department,休克
变形杆菌食物中毒,Treatment_of_department,脱水
水杨酸类中毒,Treatment_of_department,休克
老年人脱水,Treatment_of_department,休克
老年人脱水,Treatment_of_department,昏厥
鱼肝中毒,Treatment_of_department,肝火上炎证
鱼肝中毒,Treatment_of_department,肝阳上亢
尺骨干骨折,Treatment_of_department,尺骨鹰嘴骨折
尺骨干骨折,Treatment_of_department,尺骨下1/3骨折合并下尺桡关节脱位
胸锁关节脱位,Treatment_of_department,食管受压性吞咽困难
腘动脉损伤,Treatment_of_department,股神经损伤
苯丙胺中毒,Treatment_of_department,脑出血
异尖线虫病,Treatment_of_department,肠梗阻
异尖线虫病,Treatment_of_department,腹膜炎
中暑衰竭,Treatment_of_department,休克
龙线虫病,Treatment_of_department,膝关节创伤性滑膜炎
龙线虫病,Treatment_of_department,附睾炎
胫后神经损伤,Treatment_of_department,高弓足
桡骨头骨折,Treatment_of_department,创伤性骨化性肌炎
股骨髁上骨折,Treatment_of_department,腘动脉损伤
损伤性休克,Treatment_of_department,弥漫性血管内凝血
损伤性休克,Treatment_of_department,肾衰
椎体爆裂骨折,Treatment_of_department,瘫痪
苯海拉明中毒,Treatment_of_department,呕吐
苯海拉明中毒,Treatment_of_department,过敏性休克
中暑痉挛,Treatment_of_department,窦性心动过速
中暑痉挛,Treatment_of_department,呼吸性碱中毒
中暑痉挛,Treatment_of_department,肺水肿
小儿狂犬病,Treatment_of_department,高血压
小儿狂犬病,Treatment_of_department,低血压
小儿狂犬病,Treatment_of_department,体温过低
自发性脑室内出血,Treatment_of_department,上消化道出血
自发性脑室内出血,Treatment_of_department,肾衰
氯丙嗪类中毒,Treatment_of_department,斜颈
克雷白杆菌属感染,Treatment_of_department,支气管炎
克雷白杆菌属感染,Treatment_of_department,肺脓肿
葡萄球菌性食物中毒,Treatment_of_department,脱水
葡萄球菌性食物中毒,Treatment_of_department,拉肚子
单纯性寰枢椎脱位,Treatment_of_department,瘫痪
吩噻嗪类抗精神病药物中毒,Treatment_of_department,低血压
肠毒性大肠埃希杆菌感染,Treatment_of_department,脱水
颈部血管损伤,Treatment_of_department,血栓形成
其他沙门菌感染,Treatment_of_department,骨髓炎
其他沙门菌感染,Treatment_of_department,脑膜炎
苍耳中毒,Treatment_of_department,休克
寰椎骨折,Treatment_of_department,骨关节炎
柯莱斯骨折,Treatment_of_department,腕舟骨骨折
股骨转子下骨折,Treatment_of_department,骨折
肱骨髁间骨折,Treatment_of_department,血管损伤
急性髌骨脱位,Treatment_of_department,复发性髌骨脱位
急性髌骨脱位,Treatment_of_department,骨关节炎
巴贝虫病,Treatment_of_department,低血压
巴贝虫病,Treatment_of_department,尿毒症
毒气中毒,Treatment_of_department,二氧化氮中毒
毒气中毒,Treatment_of_department,二氧化硫中毒
毒气中毒,Treatment_of_department,氯气中毒
重金属中毒性肾病,Treatment_of_department,贫血
重金属中毒性肾病,Treatment_of_department,黄疸
汽油、煤油中毒,Treatment_of_department,肾炎
汽油、煤油中毒,Treatment_of_department,嗜睡症
肠道革兰阴性杆菌脑膜炎,Treatment_of_department,脑膜炎
杀鼠剂中毒,Treatment_of_department,贫血
杀鼠剂中毒,Treatment_of_department,肺水肿
马桑果中毒,Treatment_of_department,药物性呼吸衰竭
冻僵,Treatment_of_department,甲减
柞蚕蛹脑病,Treatment_of_department,精神障碍
类圆线虫病,Treatment_of_department,休克
类圆线虫病,Treatment_of_department,慢性呼吸衰竭
类圆线虫病,Treatment_of_department,支气管肺炎
诺卡菌病,Treatment_of_department,心内膜炎
诺卡菌病,Treatment_of_department,心肌炎
诺卡菌病,Treatment_of_department,心包炎
奎宁中毒,Treatment_of_department,耳聋
奎宁中毒,Treatment_of_department,弱视
奎宁中毒,Treatment_of_department,哮喘
外伤后颅内积气,Treatment_of_department,脑疝
强酸、强碱中毒,Treatment_of_department,肺水肿
盘尾丝虫病,Treatment_of_department,侏儒症
盘尾丝虫病,Treatment_of_department,股疝
盘尾丝虫病,Treatment_of_department,青光眼
氨基甲酸酯类农药中毒,Treatment_of_department,肺水肿
小儿休克,Treatment_of_department,消化道出血
小儿休克,Treatment_of_department,代谢性酸中毒
食管腐蚀性灼伤,Treatment_of_department,腹膜炎
食管腐蚀性灼伤,Treatment_of_department,食管穿孔
流感嗜血杆菌感染,Treatment_of_department,心肌炎
流感嗜血杆菌感染,Treatment_of_department,鼻窦炎
流感嗜血杆菌感染,Treatment_of_department,中耳炎
蓖麻子中毒,Treatment_of_department,心力衰竭
肺炎衣原体感染,Treatment_of_department,心内膜炎
肺炎衣原体感染,Treatment_of_department,心肌炎
肺炎衣原体感染,Treatment_of_department,脑膜炎
孟氏骨折,Treatment_of_department,桡神经损伤
猝死,Treatment_of_department,老年人心脏猝死
触电,Treatment_of_department,瘫痪
触电,Treatment_of_department,耳聋
触电,Treatment_of_department,肾衰
躁郁症,Treatment_of_department,偏头痛
躁郁症,Treatment_of_department,哮喘
躁郁症,Treatment_of_department,心血管和血栓栓塞综合征
腓总神经损伤,Treatment_of_department,瘫痪
腓总神经损伤,Treatment_of_department,糖尿病
腓总神经损伤,Treatment_of_department,铅中毒
狂病,Treatment_of_department,脑血管瘤
狂病,Treatment_of_department,脑囊虫病
狂病,Treatment_of_department,垂体性侏儒症
二硫化碳中毒,Treatment_of_department,高渗性非酮症糖尿病昏迷
烧伤,Treatment_of_department,休克
念珠菌病,Treatment_of_department,病毒性肺炎
念珠菌病,Treatment_of_department,肺炎
念珠菌病,Treatment_of_department,消化道出血
产后出血,Treatment_of_department,失血性休克
产后出血,Treatment_of_department,拉肚子
产后出血,Treatment_of_department,产后抑郁症
食物中毒,Treatment_of_department,休克
食物中毒,Treatment_of_department,脱水
食物中毒,Treatment_of_department,代谢性酸中毒
附红细胞体病,Treatment_of_department,黄疸
一氧化碳中毒,Treatment_of_department,肺水肿
小腿动脉损伤,Treatment_of_department,胫腓骨骨折
肾上腺素中毒,Treatment_of_department,肺水肿
肾上腺素中毒,Treatment_of_department,心衰
肾上腺素中毒,Treatment_of_department,高血压
肩锁关节脱位,Treatment_of_department,肩关节脱位
肩锁关节脱位,Treatment_of_department,脱臼
中暑,Treatment_of_department,意识障碍
中暑,Treatment_of_department,肾衰
流脑,Treatment_of_department,中耳炎
流脑,Treatment_of_department,脓胸
流脑,Treatment_of_department,心包炎
脂肪栓塞综合征,Treatment_of_department,意识障碍
低渗性脱水,Treatment_of_department,休克
低渗性脱水,Treatment_of_department,脱水
低渗性脱水,Treatment_of_department,低渗性脱水
百草枯中毒,Treatment_of_department,特发性肺纤维化
蝎子螫伤,Treatment_of_department,迁延性昏迷
蝎子螫伤,Treatment_of_department,肺水肿
过敏性休克,Treatment_of_department,意识障碍
农药中毒,Treatment_of_department,肺水肿
农药中毒,Treatment_of_department,猝死
髋臼骨折,Treatment_of_department,休克
髋臼骨折,Treatment_of_department,血管损伤
髋臼骨折,Treatment_of_department,创伤性关节炎
有机磷农药中毒,Treatment_of_department,肺水肿
苯中毒,Treatment_of_department,贫血
铜绿假单胞菌感染,Treatment_of_department,ARDS
铜绿假单胞菌感染,Treatment_of_department,弥散性血管内凝血
死胎,Treatment_of_department,子宫收缩乏力
小儿惊厥,Treatment_of_department,脑瘫
小儿惊厥,Treatment_of_department,癫痫
热射病,Treatment_of_department,中暑
热射病,Treatment_of_department,产褥中暑
热射病,Treatment_of_department,中暑衰竭
亚硝酸盐中毒,Treatment_of_department,厥脱
亚硝酸盐中毒,Treatment_of_department,休克
子宫破裂,Treatment_of_department,胎死不下
脱水,Treatment_of_department,尿道癌
脱水,Treatment_of_department,人流后妇科病
脱水,Treatment_of_department,女性尿道癌
毒蛇咬伤,Treatment_of_department,瘫痪
毒蛇咬伤,Treatment_of_department,休克
猫抓病,Treatment_of_department,骨髓炎
猫抓病,Treatment_of_department,脑炎
安眠药中毒,Treatment_of_department,嗜睡症
后十字韧带损伤,Treatment_of_department,骨折
后十字韧带损伤,Treatment_of_department,骨关节炎
坐骨神经损伤,Treatment_of_department,足跟瘀斑
铁中毒,Treatment_of_department,休克
头外伤,Treatment_of_department,休克
头外伤,Treatment_of_department,贫血
头外伤,Treatment_of_department,感染性腹泻
慢性铅中毒,Treatment_of_department,癫痫
气管支气管异物,Treatment_of_department,肺炎
气管支气管异物,Treatment_of_department,肺脓肿
气管支气管异物,Treatment_of_department,肺气肿
昏厥,Treatment_of_department,意识障碍
阿米巴痢疾,Treatment_of_department,阑尾炎
阿米巴痢疾,Treatment_of_department,腹膜炎
阿米巴痢疾,Treatment_of_department,肝脓肿
胫骨平台骨折,Treatment_of_department,创伤性关节炎
弓形体病,Treatment_of_department,慢性肺炎
弓形体病,Treatment_of_department,心肌炎
弓形体病,Treatment_of_department,睾丸炎
小儿食物中毒,Treatment_of_department,休克
小儿食物中毒,Treatment_of_department,脱水
布病,Treatment_of_department,脑膜炎
布病,Treatment_of_department,支气管肺炎
失血性休克,Treatment_of_department,血栓形成
失血性休克,Treatment_of_department,肾衰
失血性休克,Treatment_of_department,意识障碍
白果中毒,Treatment_of_department,白果中毒
骶骨骨折,Treatment_of_department,骨折
骶骨骨折,Treatment_of_department,休克
黄曲霉素中毒,Treatment_of_department,肺水肿
下消化道出血,Treatment_of_department,休克
下消化道出血,Treatment_of_department,贫血
小儿中暑和暑热症,Treatment_of_department,休克
小儿中暑和暑热症,Treatment_of_department,代谢性酸中毒
镉中毒,Treatment_of_department,心肌炎
镉中毒,Treatment_of_department,肝炎
镉中毒,Treatment_of_department,支气管肺炎
氰化物中毒,Treatment_of_department,偏瘫型偏头痛
氰化物中毒,Treatment_of_department,药物性呼吸衰竭
尾痛症,Treatment_of_department,腰椎间盘突出
高渗性脱水,Treatment_of_department,休克
高渗性脱水,Treatment_of_department,精神障碍
高渗性脱水,Treatment_of_department,脱水
A链球菌群感染,Treatment_of_department,慢性化脓性中耳炎
A链球菌群感染,Treatment_of_department,乳突炎
A链球菌群感染,Treatment_of_department,鼻窦炎
药物中毒,Treatment_of_department,阿片类药物中毒
药物中毒,Treatment_of_department,药物中毒性周围神经病
药物中毒,Treatment_of_department,吩噻嗪类抗精神病药物中毒
老年急性阑尾炎,Treatment_of_department,腹膜炎
阴沟肠杆菌感染,Treatment_of_department,弥散性血管内凝血
阴沟肠杆菌感染,Treatment_of_department,肺脓肿
阴沟肠杆菌感染,Treatment_of_department,脑脓肿
肱骨外科颈骨折,Treatment_of_department,血管损伤
肱骨外科颈骨折,Treatment_of_department,桡神经损伤
肱骨外科颈骨折,Treatment_of_department,肋骨骨折
前十字韧带损伤,Treatment_of_department,骨折
膝关节脱位,Treatment_of_department,坐骨神经损伤
铊中毒,Treatment_of_department,急性中毒性脑炎
铊中毒,Treatment_of_department,嗜睡症
铊中毒,Treatment_of_department,血尿
沙门氏菌属食物中毒,Treatment_of_department,菌血症
甲醇中毒,Treatment_of_department,急性胰腺炎
股骨头骨折,Treatment_of_department,骨关节炎
股骨头骨折,Treatment_of_department,缺血性坏死
锰中毒,Treatment_of_department,嗜睡症
锰中毒,Treatment_of_department,痴呆
锰中毒,Treatment_of_department,抑郁症
产后虚脱,Treatment_of_department,水、电解质紊乱伴发的精神障碍
镇静、安定、催眠药中毒,Treatment_of_department,黄疸
镇静、安定、催眠药中毒,Treatment_of_department,尿毒症
副伤寒,Treatment_of_department,骨关节炎
副伤寒,Treatment_of_department,骨髓炎
副伤寒,Treatment_of_department,心内膜炎
尾骨骨折与脱位,Treatment_of_department,休克
木薯中毒,Treatment_of_department,休克
乳酸性酸中毒,Treatment_of_department,尿毒症昏迷
硫化氢中毒,Treatment_of_department,意识障碍
硫化氢中毒,Treatment_of_department,肺水肿
硫化氢中毒,Treatment_of_department,肺炎
蜡样芽孢杆菌食物中毒,Treatment_of_department,拉肚子
肠道病毒所致各系统感染,Treatment_of_department,疱疹性咽峡炎
肠道病毒所致各系统感染,Treatment_of_department,脑膜炎
蜈蚣咬伤,Treatment_of_department,恶寒发热
产力异常性难产,Treatment_of_department,新生儿窒息
对乙酰氨基酚中毒,Treatment_of_department,气腹痛
骶髂关节扭伤或半脱位,Treatment_of_department,尿道综合征
Chance骨折,Treatment_of_department,肿胀
Chance骨折,Treatment_of_department,褥疮
锌中毒,Treatment_of_department,迁延性昏迷
锌中毒,Treatment_of_department,休克
河豚毒素中毒,Treatment_of_department,瘫痪
呼吸性酸中毒,Treatment_of_department,高钾血症
呼吸性酸中毒,Treatment_of_department,代谢性碱中毒
产科休克,Treatment_of_department,产科休克
忽略症,Treatment_of_department,失认症
拔毛狂,Treatment_of_department,肠梗阻
神经性贪食症,Treatment_of_department,焦虑症
神经性贪食症,Treatment_of_department,抑郁症
神经性贪食症,Treatment_of_department,代谢性碱中毒
久疟,Treatment_of_department,肺疟疾病
久疟,Treatment_of_department,颅咽管瘤
久疟,Treatment_of_department,疟疾肾病
意识障碍,Treatment_of_department,肺炎
产后精神病,Treatment_of_department,抑郁症
神思间病,Treatment_of_department,神经鞘黏液瘤
神思间病,Treatment_of_department,神经纤维瘤病
神思间病,Treatment_of_department,胃神经纤维瘤
挛痹,Treatment_of_department,脑血管瘤
挛痹,Treatment_of_department,书写痉挛
挛痹,Treatment_of_department,肛管内括约肌痉挛性收缩
小儿暑温,Treatment_of_department,意识障碍
小儿暑温,Treatment_of_department,发作性睡病
小儿暑温,Treatment_of_department,副鼻窦炎
啘,Treatment_of_department,新生儿泪囊炎
啘,Treatment_of_department,功能性呕吐
啘,Treatment_of_department,副鼻窦炎
客忤,Treatment_of_department,脑血管瘤
