illness_name,examination,examination_name
工业中毒所致的精神障碍,Treatment_of_department,心电图
溴氯菊酯中毒,Treatment_of_department,尿常规
溴氯菊酯中毒,Treatment_of_department,神经系统检查
溴氯菊酯中毒,Treatment_of_department,血清胆碱酯酶
颠茄碱类植物药物中毒,Treatment_of_department,瞳孔外观
颠茄碱类植物药物中毒,Treatment_of_department,瞳孔检查
千足虫灼伤,Treatment_of_department,皮损
千足虫灼伤,Treatment_of_department,免疫病理检查
小儿急性呼吸衰竭,Treatment_of_department,二氧化碳结合力
小儿急性呼吸衰竭,Treatment_of_department,氧分压
小儿急性呼吸衰竭,Treatment_of_department,碱剩余
医用药物中毒所致的精神障碍,Treatment_of_department,尿常规
非洲锥虫病,Treatment_of_department,寄生虫血液检查
非洲锥虫病,Treatment_of_department,脑脊液蛋白
非洲锥虫病,Treatment_of_department,脑脊液的显微镜检查
毒鱼刺伤,Treatment_of_department,血液丙酮酸
毒鱼刺伤,Treatment_of_department,血液生化六项
毒鱼刺伤,Treatment_of_department,血液及骨髓细菌培养
创伤性肩关节前脱位,Treatment_of_department,四肢的骨和关节平片
外伤后脑膨出,Treatment_of_department,头颅平片
外伤后脑膨出,Treatment_of_department,颅脑CT
瑞列绦虫病,Treatment_of_department,粪便寄生虫
士的宁中毒,Treatment_of_department,肾功能
士的宁中毒,Treatment_of_department,肝功能
士的宁中毒,Treatment_of_department,血液检查
新疆出血热,Treatment_of_department,血凝抑制试验
新疆出血热,Treatment_of_department,凝血时间
小儿肺炎链球菌脑膜炎,Treatment_of_department,脑膜刺激征
小儿肺炎链球菌脑膜炎,Treatment_of_department,脑脊液培养+药敏试验
小儿肺炎链球菌脑膜炎,Treatment_of_department,颅脑CT
羊膜腔感染综合征,Treatment_of_department,NST试验
羊膜腔感染综合征,Treatment_of_department,羊水检查
羊膜腔感染综合征,Treatment_of_department,血沉
高原适应不全症,Treatment_of_department,尿蛋白质
高原适应不全症,Treatment_of_department,瞳孔反射
高原适应不全症,Treatment_of_department,动脉血气分析
三环类抗忧郁药中毒,Treatment_of_department,尿常规
三环类抗忧郁药中毒,Treatment_of_department,肝功能
三环类抗忧郁药中毒,Treatment_of_department,血液生化六项
强碱类中毒,Treatment_of_department,血液生化六项
强碱类中毒,Treatment_of_department,胃液酸碱度
颈部开放性损伤,Treatment_of_department,血管造影
颈部开放性损伤,Treatment_of_department,胸部平片
距骨骨折脱位,Treatment_of_department,四肢的骨和关节平片
小儿砷中毒,Treatment_of_department,肌电图
小儿砷中毒,Treatment_of_department,血清砷
小儿砷中毒,Treatment_of_department,脑电图
腹壁挫伤,Treatment_of_department,腹部平片
腹壁挫伤,Treatment_of_department,腹部外形
腹壁挫伤,Treatment_of_department,腹壁紧张度
链杆菌病,Treatment_of_department,中性粒细胞计数
链杆菌病,Treatment_of_department,WBC
链杆菌病,Treatment_of_department,补体结合试验
水合氯醛中毒,Treatment_of_department,尿常规
水合氯醛中毒,Treatment_of_department,肾功能
水合氯醛中毒,Treatment_of_department,血液生化六项
其他弧菌感染,Treatment_of_department,大便白细胞
其他弧菌感染,Treatment_of_department,粪便寄生虫
其他弧菌感染,Treatment_of_department,大便脓液
农药中毒性肾病,Treatment_of_department,尿道分泌物检查
农药中毒性肾病,Treatment_of_department,碱性点彩红细胞计数
农药中毒性肾病,Treatment_of_department,血清胆碱酯酶
中毒性紫癜,Treatment_of_department,职业病检查项目
骨产道异常性难产,Treatment_of_department,骨盆倾斜试验
骨产道异常性难产,Treatment_of_department,骨盆分离试验
骨产道异常性难产,Treatment_of_department,骨盆挤压试验
腹部大血管损伤,Treatment_of_department,颞动脉活检
腹部大血管损伤,Treatment_of_department,脏器触诊
腹部大血管损伤,Treatment_of_department,腹部叩诊
肱骨上端骨骺分离,Treatment_of_department,四肢的骨和关节平片
流感嗜血杆菌脑膜炎,Treatment_of_department,荚膜肿胀试验
流感嗜血杆菌脑膜炎,Treatment_of_department,脑脊液的显微镜检查
流感嗜血杆菌脑膜炎,Treatment_of_department,脑脊液的化学检查
老年人感染性休克,Treatment_of_department,尿常规
老年人感染性休克,Treatment_of_department,血培养
老年人感染性休克,Treatment_of_department,脓液培养
酚类中毒,Treatment_of_department,肾功能
酚类中毒,Treatment_of_department,肝功能
酚类中毒,Treatment_of_department,大生化检查
肺毛霉病,Treatment_of_department,皮肤涂片显微镜检查
肺毛霉病,Treatment_of_department,痰液显微镜检查
肺毛霉病,Treatment_of_department,胸部平片
外伤性腹膜后出血或血肿,Treatment_of_department,腹膜后充气造影
外伤性腹膜后出血或血肿,Treatment_of_department,腹部CT
小儿中毒型痢疾,Treatment_of_department,便常规
小儿中毒型痢疾,Treatment_of_department,血清电解质
小儿中毒型痢疾,Treatment_of_department,粪细菌培养
老年人心源性休克,Treatment_of_department,血清乳酸脱氢酶
老年人心源性休克,Treatment_of_department,血清电解质
老年人心源性休克,Treatment_of_department,心电图
可拉明中毒,Treatment_of_department,肾功能
可拉明中毒,Treatment_of_department,肝功能
可拉明中毒,Treatment_of_department,大生化检查
灭虫灵中毒,Treatment_of_department,心电图
多房棘球蚴病,Treatment_of_department,寄生虫检查的定量透明法
多房棘球蚴病,Treatment_of_department,寄生虫血液检查
多房棘球蚴病,Treatment_of_department,尿中寄生虫检查
椎体严重楔形变并伴小关节半脱位,Treatment_of_department,脊柱椎体平扫
免疫抑制药和抗癌药中毒性肾病,Treatment_of_department,肾脏切片
免疫抑制药和抗癌药中毒性肾病,Treatment_of_department,血液生化六项
免疫抑制药和抗癌药中毒性肾病,Treatment_of_department,肾脏B超
小儿洋地黄中毒,Treatment_of_department,尿常规
小儿洋地黄中毒,Treatment_of_department,血液电解质
小儿洋地黄中毒,Treatment_of_department,心电图
小袋纤毛虫病,Treatment_of_department,粪细菌培养
小袋纤毛虫病,Treatment_of_department,乙状结肠镜检查
小袋纤毛虫病,Treatment_of_department,纤维结肠镜
小儿有机磷农药中毒,Treatment_of_department,便常规
小儿有机磷农药中毒,Treatment_of_department,血清胆碱酯酶
小儿有机磷农药中毒,Treatment_of_department,心电图
小儿潮红综合征,Treatment_of_department,肝功能
小儿潮红综合征,Treatment_of_department,便常规
小儿潮红综合征,Treatment_of_department,血液电解质
桡骨干骨折,Treatment_of_department,四肢的骨和关节平片
桡骨干骨折,Treatment_of_department,洛日埃征
驱蛔灵中毒,Treatment_of_department,肾功能
驱蛔灵中毒,Treatment_of_department,肝功能
驱蛔灵中毒,Treatment_of_department,血液生化六项
桡骨颈骨折和桡骨头骨骺分离,Treatment_of_department,关节镜
桡骨颈骨折和桡骨头骨骺分离,Treatment_of_department,血管造影
化学液体吸入,Treatment_of_department,WBC
化学液体吸入,Treatment_of_department,普通透视检查
化学液体吸入,Treatment_of_department,胸部平片
肉孢子虫病,Treatment_of_department,硫酸锌浊度试验
肉孢子虫病,Treatment_of_department,粪便寄生虫
绞架性骨折或外伤性枢椎椎弓骨折,Treatment_of_department,颈部MRI
绞架性骨折或外伤性枢椎椎弓骨折,Treatment_of_department,颈椎CT
急性硫化氢中毒,Treatment_of_department,血红蛋白
急性硫化氢中毒,Treatment_of_department,职业病检查项目
急性硫化氢中毒,Treatment_of_department,硫化血红蛋白
强酸类中毒,Treatment_of_department,尿常规
强酸类中毒,Treatment_of_department,吞咽试验
强酸类中毒,Treatment_of_department,体温
小儿急性中毒,Treatment_of_department,血液电解质
小儿急性中毒,Treatment_of_department,脑电图
小儿急性中毒,Treatment_of_department,心电图
吡唑酮类中毒,Treatment_of_department,肾功能
吡唑酮类中毒,Treatment_of_department,肝功能
吡唑酮类中毒,Treatment_of_department,血小板计数
小儿感染性休克,Treatment_of_department,尿常规
小儿感染性休克,Treatment_of_department,中心静脉压
小儿感染性休克,Treatment_of_department,心电图
肱骨远端全骨骺分离,Treatment_of_department,关节镜
肱骨远端全骨骺分离,Treatment_of_department,骨与关节MRI
肱骨远端全骨骺分离,Treatment_of_department,关节检查
寇热,Treatment_of_department,肝功能
寇热,Treatment_of_department,痰液显微镜检查
寇热,Treatment_of_department,补体结合试验
输精管缺如,Treatment_of_department,睾丸检查
输精管缺如,Treatment_of_department,MRI
四川并殖吸虫病,Treatment_of_department,皮肤与组织寄生虫的病原检查
四川并殖吸虫病,Treatment_of_department,皮内试验
四川并殖吸虫病,Treatment_of_department,嗜酸性粒细胞数
短膜壳绦虫病,Treatment_of_department,寄生虫检查的直接涂片法
短膜壳绦虫病,Treatment_of_department,寄生虫检查的浓聚法
短膜壳绦虫病,Treatment_of_department,寄生虫血液检查
食物变应性和不耐受性,Treatment_of_department,便常规
食物变应性和不耐受性,Treatment_of_department,过敏原检测
食物变应性和不耐受性,Treatment_of_department,细菌性食物中毒检测
拟除虫菊类农药中毒,Treatment_of_department,尿常规
拟除虫菊类农药中毒,Treatment_of_department,视力
拟除虫菊类农药中毒,Treatment_of_department,血清胆碱酯酶
老年人病毒性肝炎,Treatment_of_department,肝功能
老年人病毒性肝炎,Treatment_of_department,乙肝病毒学指标
老年人病毒性肝炎,Treatment_of_department,血清r-谷氨酰基转移酶
医源性胆管损伤,Treatment_of_department,T管造影
医源性胆管损伤,Treatment_of_department,口服法胆道造影
气管闭合性损伤,Treatment_of_department,支气管镜
气管闭合性损伤,Treatment_of_department,气管吸引术
庚型病毒性肝炎,Treatment_of_department,聚合酶链反应技术
庚型病毒性肝炎,Treatment_of_department,血清谷草转氨酶
庚型病毒性肝炎,Treatment_of_department,血清甲胎蛋白变异体
暴发性肝炎样综合征,Treatment_of_department,尿常规
暴发性肝炎样综合征,Treatment_of_department,肝功能
暴发性肝炎样综合征,Treatment_of_department,血清总蛋白
细粒棘球蚴病,Treatment_of_department,棘球蚴皮内试验
细粒棘球蚴病,Treatment_of_department,嗜酸性粒细胞数
细粒棘球蚴病,Treatment_of_department,补体结合试验
乙型肝炎抗原血症,Treatment_of_department,献血者健康检查
乙型肝炎抗原血症,Treatment_of_department,乙肝两对半
乙型肝炎抗原血症,Treatment_of_department,α2-HS-糖蛋白
外伤性硬脑膜下积液,Treatment_of_department,颅脑MRI
外伤性硬脑膜下积液,Treatment_of_department,浆膜腔积液葡萄糖
外伤性硬脑膜下积液,Treatment_of_department,颅脑CT
钡中毒,Treatment_of_department,肾功能
钡中毒,Treatment_of_department,肝功能
钡中毒,Treatment_of_department,职业病检查项目
弯曲菌肠炎,Treatment_of_department,便常规
弯曲菌肠炎,Treatment_of_department,粪细菌培养
弯曲菌肠炎,Treatment_of_department,直接涂片检查
老年人糖尿病酮症酸中毒,Treatment_of_department,二氧化碳结合力
老年人糖尿病酮症酸中毒,Treatment_of_department,缓冲液
老年人糖尿病酮症酸中毒,Treatment_of_department,阴离子隙
烧伤休克,Treatment_of_department,血红蛋白
烧伤休克,Treatment_of_department,血清阳离子
烧伤休克,Treatment_of_department,RBC
胸、腰椎爆裂骨折,Treatment_of_department,腰背部检查
胸、腰椎爆裂骨折,Treatment_of_department,脊椎平片
胸、腰椎爆裂骨折,Treatment_of_department,鞠躬试验
硼酸中毒,Treatment_of_department,肾功能
硼酸中毒,Treatment_of_department,血液电解质
硼酸中毒,Treatment_of_department,动态心电图
闭合性脊髓损伤,Treatment_of_department,脊柱MRI
闭合性脊髓损伤,Treatment_of_department,脑诱发电位
杀虫脒中毒,Treatment_of_department,肾功能
杀虫脒中毒,Treatment_of_department,肝功能
杀虫脒中毒,Treatment_of_department,血红蛋白
自缢,Treatment_of_department,颅脑MRI
自缢,Treatment_of_department,颈部MRI
自缢,Treatment_of_department,血液生化六项
巴顿骨折,Treatment_of_department,关节镜
巴顿骨折,Treatment_of_department,上肢动脉功能试验
巴顿骨折,Treatment_of_department,四肢透视
软产道异常性难产,Treatment_of_department,Ⅱ级产前超声检查
软产道异常性难产,Treatment_of_department,胎方位
软产道异常性难产,Treatment_of_department,骨盆测量
镍中毒,Treatment_of_department,血清总胆红素
镍中毒,Treatment_of_department,心电图
镍中毒,Treatment_of_department,胸部平片
老年人心脏猝死,Treatment_of_department,饱餐试验
老年人心脏猝死,Treatment_of_department,动态心电图
老年人心脏猝死,Treatment_of_department,心电图
蜂螫伤,Treatment_of_department,皮疹
小肠结肠炎耶尔森菌肠炎,Treatment_of_department,脑脊液细菌培养
小肠结肠炎耶尔森菌肠炎,Treatment_of_department,粪细菌培养
小肠结肠炎耶尔森菌肠炎,Treatment_of_department,WBC
真菌性食物中毒,Treatment_of_department,尿常规
真菌性食物中毒,Treatment_of_department,真菌培养
真菌性食物中毒,Treatment_of_department,血液生化六项
股动脉损伤,Treatment_of_department,血管镜
肺炎球菌脑膜炎,Treatment_of_department,颅脑MRI
肺炎球菌脑膜炎,Treatment_of_department,颈项强直
肺炎球菌脑膜炎,Treatment_of_department,颅脑CT
肺炎链球菌性肺炎,Treatment_of_department,七叶苷水解试验
肺炎链球菌性肺炎,Treatment_of_department,痰液病原体
