illness_name,pathogenic_site,parts_name
皮肤幼虫移行症,Treatment_of_department,全身
脓毒性休克,Treatment_of_department,全身
尺骨干骨折,Treatment_of_department,前臂
尺骨干骨折,Treatment_of_department,上肢骨
胸锁关节脱位,Treatment_of_department,胸部
胸锁关节脱位,Treatment_of_department,其他骨
胸锁关节脱位,Treatment_of_department,关节
月经性哮喘,Treatment_of_department,肺
月经性哮喘,Treatment_of_department,女性生殖
老年性昏迷,Treatment_of_department,颅脑
腘动脉损伤,Treatment_of_department,大腿
腘动脉损伤,Treatment_of_department,血液血管
苯丙胺中毒,Treatment_of_department,全身
异尖线虫病,Treatment_of_department,胃
异尖线虫病,Treatment_of_department,肠
异尖线虫病,Treatment_of_department,肠系膜
中暑衰竭,Treatment_of_department,全身
龙线虫病,Treatment_of_department,皮肤
龙线虫病,Treatment_of_department,全身
胫后神经损伤,Treatment_of_department,小腿
胫后神经损伤,Treatment_of_department,周围神经系统
桡骨头骨折,Treatment_of_department,前臂
桡骨头骨折,Treatment_of_department,上肢骨
桡骨头骨折,Treatment_of_department,关节
股骨髁上骨折,Treatment_of_department,大腿
股骨髁上骨折,Treatment_of_department,下肢骨
股骨髁上骨折,Treatment_of_department,关节
食物过敏性哮喘,Treatment_of_department,肺
食物过敏性哮喘,Treatment_of_department,气管
损伤性休克,Treatment_of_department,全身
椎体爆裂骨折,Treatment_of_department,脊柱
椎体爆裂骨折,Treatment_of_department,关节
苯海拉明中毒,Treatment_of_department,全身
中暑痉挛,Treatment_of_department,全身
小儿狂犬病,Treatment_of_department,颅脑
小儿狂犬病,Treatment_of_department,周围神经系统
自发性脑室内出血,Treatment_of_department,颅脑
自发性脑室内出血,Treatment_of_department,血液血管
光气中毒,Treatment_of_department,全身
氯丙嗪类中毒,Treatment_of_department,全身
克雷白杆菌属感染,Treatment_of_department,肺
克雷白杆菌属感染,Treatment_of_department,全身
克雷白杆菌属感染,Treatment_of_department,颅脑
葡萄球菌性食物中毒,Treatment_of_department,胃
葡萄球菌性食物中毒,Treatment_of_department,肠
葡萄球菌性食物中毒,Treatment_of_department,全身
单纯性寰枢椎脱位,Treatment_of_department,颈部
单纯性寰枢椎脱位,Treatment_of_department,脊柱
单纯性寰枢椎脱位,Treatment_of_department,关节
吩噻嗪类抗精神病药物中毒,Treatment_of_department,全身
肠毒性大肠埃希杆菌感染,Treatment_of_department,肠
颈部血管损伤,Treatment_of_department,颈部
颈部血管损伤,Treatment_of_department,血液血管
其他沙门菌感染,Treatment_of_department,肠
其他沙门菌感染,Treatment_of_department,血液血管
其他沙门菌感染,Treatment_of_department,全身
苍耳中毒,Treatment_of_department,全身
寰椎骨折,Treatment_of_department,颈部
寰椎骨折,Treatment_of_department,脊柱
寰椎骨折,Treatment_of_department,关节
柯莱斯骨折,Treatment_of_department,前臂
柯莱斯骨折,Treatment_of_department,上肢骨
股骨转子下骨折,Treatment_of_department,大腿
股骨转子下骨折,Treatment_of_department,下肢骨
股骨转子下骨折,Treatment_of_department,关节
高原脑水肿,Treatment_of_department,颅脑
肱骨髁间骨折,Treatment_of_department,肩部
肱骨髁间骨折,Treatment_of_department,上肢骨
肱骨髁间骨折,Treatment_of_department,关节
急性髌骨脱位,Treatment_of_department,膝部
急性髌骨脱位,Treatment_of_department,下肢骨
急性髌骨脱位,Treatment_of_department,关节
巴贝虫病,Treatment_of_department,脾
巴贝虫病,Treatment_of_department,血液血管
呕吐物吸入,Treatment_of_department,肺
毒气中毒,Treatment_of_department,全身
重金属中毒性肾病,Treatment_of_department,肾
汽油、煤油中毒,Treatment_of_department,全身
肠道革兰阴性杆菌脑膜炎,Treatment_of_department,颅脑
杀鼠剂中毒,Treatment_of_department,全身
马桑果中毒,Treatment_of_department,全身
冻僵,Treatment_of_department,全身
柞蚕蛹脑病,Treatment_of_department,颅脑
类圆线虫病,Treatment_of_department,肠
类圆线虫病,Treatment_of_department,全身
诺卡菌病,Treatment_of_department,肺
奎宁中毒,Treatment_of_department,全身
铜绿色假单胞菌肺炎,Treatment_of_department,肺
外伤后颅内积气,Treatment_of_department,颅脑
强酸、强碱中毒,Treatment_of_department,全身
强酸、强碱中毒,Treatment_of_department,血液血管
运动诱发哮喘,Treatment_of_department,肺
运动诱发哮喘,Treatment_of_department,气管
盘尾丝虫病,Treatment_of_department,皮肤
盘尾丝虫病,Treatment_of_department,眼
氨基甲酸酯类农药中毒,Treatment_of_department,全身
小儿休克,Treatment_of_department,全身
食管腐蚀性灼伤,Treatment_of_department,食管
流感嗜血杆菌感染,Treatment_of_department,血液血管
流感嗜血杆菌感染,Treatment_of_department,肺
流感嗜血杆菌感染,Treatment_of_department,全身
蓖麻子中毒,Treatment_of_department,全身
肺炎衣原体感染,Treatment_of_department,肺
肺炎衣原体感染,Treatment_of_department,咽喉
孟氏骨折,Treatment_of_department,前臂
孟氏骨折,Treatment_of_department,上肢骨
孟氏骨折,Treatment_of_department,关节
休克,Treatment_of_department,全身
高功能自闭症,Treatment_of_department,心理
肩胛骨体部骨折,Treatment_of_department,肩部
肩胛骨体部骨折,Treatment_of_department,上肢骨
体温过低,Treatment_of_department,全身
夹腿综合症,Treatment_of_department,其他
心理感冒,Treatment_of_department,心理
逻辑自闭症,Treatment_of_department,心理
逻辑自闭症,Treatment_of_department,全身
猝死,Treatment_of_department,心脏
猝死,Treatment_of_department,颅脑
猝死,Treatment_of_department,全身
触电,Treatment_of_department,全身
桃花病,Treatment_of_department,心理
躁郁症,Treatment_of_department,心理
腓总神经损伤,Treatment_of_department,小腿
腓总神经损伤,Treatment_of_department,周围神经系统
狂病,Treatment_of_department,心理
狂病,Treatment_of_department,其他
二硫化碳中毒,Treatment_of_department,全身
烧伤,Treatment_of_department,全身
念珠菌病,Treatment_of_department,皮肤
念珠菌病,Treatment_of_department,全身
产后出血,Treatment_of_department,女性生殖
酒精中毒,Treatment_of_department,全身
咳嗽变异性哮喘,Treatment_of_department,肺
咳嗽变异性哮喘,Treatment_of_department,气管
食物中毒,Treatment_of_department,食管
附红细胞体病,Treatment_of_department,血液血管
附红细胞体病,Treatment_of_department,全身
汞中毒,Treatment_of_department,全身
铅中毒,Treatment_of_department,全身
败血症,Treatment_of_department,血液血管
败血症,Treatment_of_department,全身
一氧化碳中毒,Treatment_of_department,肺
一氧化碳中毒,Treatment_of_department,全身
哮喘持续状态,Treatment_of_department,肺
哮喘持续状态,Treatment_of_department,气管
小腿动脉损伤,Treatment_of_department,小腿
小腿动脉损伤,Treatment_of_department,血液血管
肾上腺素中毒,Treatment_of_department,全身
肩锁关节脱位,Treatment_of_department,肩部
肩锁关节脱位,Treatment_of_department,上肢骨
肩锁关节脱位,Treatment_of_department,关节
阿司匹林诱发哮喘,Treatment_of_department,肺
阿司匹林诱发哮喘,Treatment_of_department,气管
中暑,Treatment_of_department,血液血管
中暑,Treatment_of_department,全身
肩峰骨折,Treatment_of_department,肩部
肩峰骨折,Treatment_of_department,上肢骨
肩峰骨折,Treatment_of_department,关节
流脑,Treatment_of_department,颅脑
流脑,Treatment_of_department,皮肤
脂肪栓塞综合征,Treatment_of_department,肺
脂肪栓塞综合征,Treatment_of_department,颅脑
脂肪栓塞综合征,Treatment_of_department,皮肤
低渗性脱水,Treatment_of_department,全身
肱骨大结节骨折,Treatment_of_department,上臂
肱骨大结节骨折,Treatment_of_department,上肢骨
百草枯中毒,Treatment_of_department,全身
蝎子螫伤,Treatment_of_department,全身
氨气中毒,Treatment_of_department,肺
氨气中毒,Treatment_of_department,全身
过敏性休克,Treatment_of_department,全身
农药中毒,Treatment_of_department,全身
髋臼骨折,Treatment_of_department,大腿
髋臼骨折,Treatment_of_department,下肢骨
髋臼骨折,Treatment_of_department,关节
有机磷农药中毒,Treatment_of_department,全身
苯中毒,Treatment_of_department,全身
铜绿假单胞菌感染,Treatment_of_department,全身
铜绿假单胞菌感染,Treatment_of_department,肺
铜绿假单胞菌感染,Treatment_of_department,心脏
死胎,Treatment_of_department,子宫
臂丛神经损伤,Treatment_of_department,上臂
臂丛神经损伤,Treatment_of_department,周围神经系统
小儿惊厥,Treatment_of_department,颅脑
小儿惊厥,Treatment_of_department,全身
热射病,Treatment_of_department,全身
亚硝酸盐中毒,Treatment_of_department,全身
子宫破裂,Treatment_of_department,子宫
脱水,Treatment_of_department,全身
毒蛇咬伤,Treatment_of_department,全身
猫抓病,Treatment_of_department,全身
猫抓病,Treatment_of_department,淋巴
安眠药中毒,Treatment_of_department,颅脑
安眠药中毒,Treatment_of_department,全身
后十字韧带损伤,Treatment_of_department,膝部
后十字韧带损伤,Treatment_of_department,关节
砷中毒,Treatment_of_department,全身
坐骨神经损伤,Treatment_of_department,下肢
坐骨神经损伤,Treatment_of_department,周围神经系统
铁中毒,Treatment_of_department,全身
踝关节骨折,Treatment_of_department,关节
踝关节骨折,Treatment_of_department,足部
头外伤,Treatment_of_department,颅脑
慢性铅中毒,Treatment_of_department,颅脑
慢性铅中毒,Treatment_of_department,全身
气管支气管异物,Treatment_of_department,肺
气管支气管异物,Treatment_of_department,气管
昏厥,Treatment_of_department,颅脑
昏厥,Treatment_of_department,全身
阿米巴痢疾,Treatment_of_department,肝
胫骨平台骨折,Treatment_of_department,小腿
胫骨平台骨折,Treatment_of_department,下肢骨
胫骨平台骨折,Treatment_of_department,关节
呼吸性碱中毒,Treatment_of_department,全身
弓形体病,Treatment_of_department,颅脑
弓形体病,Treatment_of_department,全身
氯气中毒,Treatment_of_department,肺
氯气中毒,Treatment_of_department,全身
小儿食物中毒,Treatment_of_department,腹部
老年人高血压危象,Treatment_of_department,血液血管
老年人高血压危象,Treatment_of_department,全身
布病,Treatment_of_department,全身
失血性休克,Treatment_of_department,血液血管
失血性休克,Treatment_of_department,全身
白果中毒,Treatment_of_department,全身
骶骨骨折,Treatment_of_department,臀部
骶骨骨折,Treatment_of_department,盆骨
黄曲霉素中毒,Treatment_of_department,全身
生豆浆中毒,Treatment_of_department,全身
发芽马铃薯中毒,Treatment_of_department,全身
下消化道出血,Treatment_of_department,肠
小儿中暑和暑热症,Treatment_of_department,全身
镉中毒,Treatment_of_department,全身
老年人代谢性碱中毒,Treatment_of_department,血液血管
老年人代谢性碱中毒,Treatment_of_department,全身
氰化物中毒,Treatment_of_department,全身
尾痛症,Treatment_of_department,臀部
尾痛症,Treatment_of_department,盆骨
高渗性脱水,Treatment_of_department,全身
A链球菌群感染,Treatment_of_department,咽喉
A链球菌群感染,Treatment_of_department,肺
A链球菌群感染,Treatment_of_department,皮肤
药物中毒,Treatment_of_department,全身
老年急性阑尾炎,Treatment_of_department,阑尾
阴沟肠杆菌感染,Treatment_of_department,颅脑
肱骨外科颈骨折,Treatment_of_department,上臂
肱骨外科颈骨折,Treatment_of_department,上肢骨
肱骨外科颈骨折,Treatment_of_department,关节
前十字韧带损伤,Treatment_of_department,膝部
前十字韧带损伤,Treatment_of_department,关节
膝关节脱位,Treatment_of_department,膝部
膝关节脱位,Treatment_of_department,下肢骨
膝关节脱位,Treatment_of_department,关节
铊中毒,Treatment_of_department,全身
沙门氏菌属食物中毒,Treatment_of_department,胃
沙门氏菌属食物中毒,Treatment_of_department,肠
沙门氏菌属食物中毒,Treatment_of_department,全身
甲醇中毒,Treatment_of_department,颅脑
甲醇中毒,Treatment_of_department,眼
甲醇中毒,Treatment_of_department,全身
股骨头骨折,Treatment_of_department,大腿
股骨头骨折,Treatment_of_department,下肢骨
股骨头骨折,Treatment_of_department,关节
股神经损伤,Treatment_of_department,大腿
股神经损伤,Treatment_of_department,周围神经系统
股神经损伤,Treatment_of_department,腰部
锰中毒,Treatment_of_department,全身
产后虚脱,Treatment_of_department,女性生殖
产后虚脱,Treatment_of_department,全身
镇静、安定、催眠药中毒,Treatment_of_department,全身
副伤寒,Treatment_of_department,肠
副伤寒,Treatment_of_department,血液血管
副伤寒,Treatment_of_department,全身
尾骨骨折与脱位,Treatment_of_department,臀部
尾骨骨折与脱位,Treatment_of_department,盆骨
尾骨骨折与脱位,Treatment_of_department,关节
跖骨骨折,Treatment_of_department,下肢骨
跖骨骨折,Treatment_of_department,足部
木薯中毒,Treatment_of_department,全身
乳酸性酸中毒,Treatment_of_department,全身
硫化氢中毒,Treatment_of_department,颅脑
硫化氢中毒,Treatment_of_department,全身
心源性哮喘,Treatment_of_department,肺
心源性哮喘,Treatment_of_department,心脏
蜡样芽孢杆菌食物中毒,Treatment_of_department,胃
蜡样芽孢杆菌食物中毒,Treatment_of_department,肠
夜间哮喘,Treatment_of_department,肺
夜间哮喘,Treatment_of_department,气管
肠道病毒所致各系统感染,Treatment_of_department,全身
蜈蚣咬伤,Treatment_of_department,皮肤
蜈蚣咬伤,Treatment_of_department,全身
产力异常性难产,Treatment_of_department,子宫
对乙酰氨基酚中毒,Treatment_of_department,全身
骶髂关节扭伤或半脱位,Treatment_of_department,臀部
骶髂关节扭伤或半脱位,Treatment_of_department,盆骨
