illness_name,regular_medication,medication_name
强碱类中毒,Treatment_of_department,复方氯化钠注射液
强碱类中毒,Treatment_of_department,葡萄糖酸钙
颈部开放性损伤,Treatment_of_department,马破伤风免疫球蛋白(F(ab')2)
颈部开放性损伤,Treatment_of_department,注射用盐酸吡柔比星
颈部开放性损伤,Treatment_of_department,一次性使用自粘式伤口敷料
距骨骨折脱位,Treatment_of_department,骨康胶囊
距骨骨折脱位,Treatment_of_department,骨折挫伤胶囊
小儿砷中毒,Treatment_of_department,二巯丙醇
小儿砷中毒,Treatment_of_department,二巯基丙磺酸钠
腹壁挫伤,Treatment_of_department,复方氯唑沙宗片
腹壁挫伤,Treatment_of_department,伤科活血酊
链杆菌病,Treatment_of_department,四环素片
链杆菌病,Treatment_of_department,氯霉素胶囊
水合氯醛中毒,Treatment_of_department,尼可刹米
其他弧菌感染,Treatment_of_department,盐酸洛美沙星颗粒
其他弧菌感染,Treatment_of_department,盐酸环丙沙星片
其他弧菌感染,Treatment_of_department,盐酸左氧氟沙星片
农药中毒性肾病,Treatment_of_department,氯解磷定
农药中毒性肾病,Treatment_of_department,碘解磷定
中毒性紫癜,Treatment_of_department,醋酸氟轻松乳膏
中毒性紫癜,Treatment_of_department,吗替麦考酚酯胶囊
骨产道异常性难产,Treatment_of_department,复方皂矾片
骨产道异常性难产,Treatment_of_department,复方皂矾胶囊
肱骨上端骨骺分离,Treatment_of_department,骨痛灵酊
肱骨上端骨骺分离,Treatment_of_department,骨康胶囊
流感嗜血杆菌脑膜炎,Treatment_of_department,伊曲康唑胶囊
流感嗜血杆菌脑膜炎,Treatment_of_department,氨苄西林胶囊
流感嗜血杆菌脑膜炎,Treatment_of_department,注射用头孢唑肟钠
老年人感染性休克,Treatment_of_department,硫酸奈替米星注射液
老年人感染性休克,Treatment_of_department,盐酸克林霉素棕榈酸酯颗粒
酚类中毒,Treatment_of_department,碳酸氢钠
肺毛霉病,Treatment_of_department,氯霉素片
肺毛霉病,Treatment_of_department,盐酸环丙沙星片
外伤性腹膜后出血或血肿,Treatment_of_department,丹贞颗粒
小儿中毒型痢疾,Treatment_of_department,枯草杆菌二联活菌颗粒
小儿中毒型痢疾,Treatment_of_department,乳酸菌素片
可拉明中毒,Treatment_of_department,水合氯醛
可拉明中毒,Treatment_of_department,葡萄糖
灭虫灵中毒,Treatment_of_department,水合氯醛
灭虫灵中毒,Treatment_of_department,葡萄糖
多房棘球蚴病,Treatment_of_department,盐酸左旋咪唑糖浆
多房棘球蚴病,Treatment_of_department,阿苯达唑颗粒
椎体严重楔形变并伴小关节半脱位,Treatment_of_department,云南白药胶囊
椎体严重楔形变并伴小关节半脱位,Treatment_of_department,气血康胶囊
椎体严重楔形变并伴小关节半脱位,Treatment_of_department,伤科接骨片
免疫抑制药和抗癌药中毒性肾病,Treatment_of_department,山梨醇
免疫抑制药和抗癌药中毒性肾病,Treatment_of_department,泼尼松
小儿洋地黄中毒,Treatment_of_department,地塞米松磷酸钠注射液
小儿洋地黄中毒,Treatment_of_department,盐酸利多卡因注射液
小袋纤毛虫病,Treatment_of_department,四环素片
小袋纤毛虫病,Treatment_of_department,阿苯达唑颗粒
小儿有机磷农药中毒,Treatment_of_department,氯解磷定
小儿有机磷农药中毒,Treatment_of_department,氢溴酸樟柳碱注射液
小儿潮红综合征,Treatment_of_department,盐酸米诺环素片
小儿潮红综合征,Treatment_of_department,复方甘草酸单铵S氯化钠注射液
桡骨干骨折,Treatment_of_department,骨康胶囊
桡骨干骨折,Treatment_of_department,正骨水
桡骨干骨折,Treatment_of_department,骨接合植入物金属锁定接骨板
胫骨远端爆裂骨折,Treatment_of_department,骨康胶囊
胫骨远端爆裂骨折,Treatment_of_department,骨折挫伤胶囊
驱蛔灵中毒,Treatment_of_department,水合氯醛
驱蛔灵中毒,Treatment_of_department,氢化可的松
桡骨颈骨折和桡骨头骨骺分离,Treatment_of_department,云南白药胶囊
桡骨颈骨折和桡骨头骨骺分离,Treatment_of_department,伤科接骨片
肉孢子虫病,Treatment_of_department,磺胺嘧啶片
肉孢子虫病,Treatment_of_department,乙酰螺旋霉素片
绞架性骨折或外伤性枢椎椎弓骨折,Treatment_of_department,云南白药胶囊
绞架性骨折或外伤性枢椎椎弓骨折,Treatment_of_department,伤科接骨片
急性硫化氢中毒,Treatment_of_department,亚硝酸钠
强酸类中毒,Treatment_of_department,碳酸氢钠
小儿感染性休克,Treatment_of_department,生脉注射液
小儿感染性休克,Treatment_of_department,西司他丁钠
肱骨远端全骨骺分离,Treatment_of_department,痛肿灵(酊剂)
肱骨远端全骨骺分离,Treatment_of_department,养血荣筋丸
寇热,Treatment_of_department,依托红霉素胶囊
寇热,Treatment_of_department,硬脂酸红霉素颗粒
寇热,Treatment_of_department,四环素片
输精管缺如,Treatment_of_department,阿莫西林胶囊
输精管缺如,Treatment_of_department,阿莫西林克拉维酸钾干混悬剂
四川并殖吸虫病,Treatment_of_department,阿苯达唑胶囊
四川并殖吸虫病,Treatment_of_department,阿苯达唑颗粒
短膜壳绦虫病,Treatment_of_department,复方甲苯咪唑片
短膜壳绦虫病,Treatment_of_department,烂积丸
食物变应性和不耐受性,Treatment_of_department,盐酸肾上腺素注射液
拟除虫菊类农药中毒,Treatment_of_department,注射用鼠神经生长因子
拟除虫菊类农药中毒,Treatment_of_department,多烯磷脂酰胆碱注射液
拟除虫菊类农药中毒,Treatment_of_department,二十五味珊瑚丸
老年人病毒性肝炎,Treatment_of_department,乙肝灵丸
老年人病毒性肝炎,Treatment_of_department,碧云砂乙肝颗粒
老年人病毒性肝炎,Treatment_of_department,甘草酸二铵胶囊
医源性胆管损伤,Treatment_of_department,柳胺酚胶囊
医源性胆管损伤,Treatment_of_department,叶下珠片
气管闭合性损伤,Treatment_of_department,复方气管炎片
庚型病毒性肝炎,Treatment_of_department,转移因子胶囊
庚型病毒性肝炎,Treatment_of_department,甘草酸二铵胶囊
庚型病毒性肝炎,Treatment_of_department,注射用胸腺肽
暴发性肝炎样综合征,Treatment_of_department,阿德福韦酯片
暴发性肝炎样综合征,Treatment_of_department,辅酶Q10胶囊
细粒棘球蚴病,Treatment_of_department,阿苯达唑胶囊
细粒棘球蚴病,Treatment_of_department,阿苯达唑颗粒
乙型肝炎抗原血症,Treatment_of_department,阿德福韦酯片
乙型肝炎抗原血症,Treatment_of_department,乙肝解毒胶囊
钡中毒,Treatment_of_department,多烯磷脂酰胆碱胶囊
钡中毒,Treatment_of_department,硫酸钡(Ⅰ型)干混悬剂
弯曲菌肠炎,Treatment_of_department,琥乙红霉素分散片
弯曲菌肠炎,Treatment_of_department,环酯红霉素片
弯曲菌肠炎,Treatment_of_department,肠炎宁片
老年人糖尿病酮症酸中毒,Treatment_of_department,格列吡嗪片
老年人糖尿病酮症酸中毒,Treatment_of_department,降糖宁胶囊
老年人糖尿病酮症酸中毒,Treatment_of_department,胰岛素注射液
烧伤休克,Treatment_of_department,冰栀伤痛气雾剂
烧伤休克,Treatment_of_department,康复新液
烧伤休克,Treatment_of_department,人血白蛋白
胸、腰椎爆裂骨折,Treatment_of_department,云南白药胶囊
胸、腰椎爆裂骨折,Treatment_of_department,伤科接骨片
胸、腰椎爆裂骨折,Treatment_of_department,脊柱内固定矫形系统
硼酸中毒,Treatment_of_department,碳酸氢钠
硼酸中毒,Treatment_of_department,葡萄糖
闭合性脊髓损伤,Treatment_of_department,盐酸乙哌立松片
闭合性脊髓损伤,Treatment_of_department,呋塞米
闭合性脊髓损伤,Treatment_of_department,甲泼尼龙
杀虫脒中毒,Treatment_of_department,杀虫丸
杀虫脒中毒,Treatment_of_department,消积化虫散
巴顿骨折,Treatment_of_department,骨康胶囊
巴顿骨折,Treatment_of_department,辣椒风湿膏
软产道异常性难产,Treatment_of_department,复方皂矾胶囊
软产道异常性难产,Treatment_of_department,注射用盐酸罗哌卡因
镍中毒,Treatment_of_department,碳酸氢钠
镍中毒,Treatment_of_department,多烯磷脂酰胆碱胶囊
肾上腺能性荨麻疹,Treatment_of_department,盐酸异丙嗪片
肾上腺能性荨麻疹,Treatment_of_department,注射用甲泼尼龙琥珀酸钠
蜂螫伤,Treatment_of_department,风油精
蜂螫伤,Treatment_of_department,蛇咬丸
蜂螫伤,Treatment_of_department,林可霉素利多卡因凝胶
小肠结肠炎耶尔森菌肠炎,Treatment_of_department,虎地肠溶胶囊
小肠结肠炎耶尔森菌肠炎,Treatment_of_department,肠炎宁片
小肠结肠炎耶尔森菌肠炎,Treatment_of_department,胃肠灵胶囊
真菌性食物中毒,Treatment_of_department,盐酸米诺环素胶囊
真菌性食物中毒,Treatment_of_department,复方甘草酸单铵注射液
股动脉损伤,Treatment_of_department,己酮可可碱缓释片
肺炎球菌脑膜炎,Treatment_of_department,氟康唑片
肺炎球菌脑膜炎,Treatment_of_department,注射用美罗培南
肺炎球菌脑膜炎,Treatment_of_department,氟康唑胶囊
肺炎链球菌性肺炎,Treatment_of_department,左氧氟沙星片
肺炎链球菌性肺炎,Treatment_of_department,阿莫西林干混悬剂
肺炎链球菌性肺炎,Treatment_of_department,阿莫西林颗粒
肠出血性大肠埃希杆菌感染,Treatment_of_department,阿莫西林颗粒
肠出血性大肠埃希杆菌感染,Treatment_of_department,甲砜霉素颗粒
外伤性脾破裂,Treatment_of_department,七厘胶囊
外伤性脾破裂,Treatment_of_department,肾上腺色腙片
外伤性脾破裂,Treatment_of_department,龙血竭胶囊
麻黄碱中毒,Treatment_of_department,葡萄糖
胸、腰椎椎体单纯性、楔形压缩骨折,Treatment_of_department,云南白药胶囊
胸、腰椎椎体单纯性、楔形压缩骨折,Treatment_of_department,伤科接骨片
踝部急性韧带损伤,Treatment_of_department,双氯芬酸二乙胺凝胶
踝部急性韧带损伤,Treatment_of_department,复方氯唑沙宗片
曼陀罗中毒,Treatment_of_department,硫酸镁
曼陀罗中毒,Treatment_of_department,水合氯醛
足舟骨骨折,Treatment_of_department,骨康胶囊
足舟骨骨折,Treatment_of_department,正骨水
足舟骨骨折,Treatment_of_department,金属接骨板及接骨螺钉
水俣病,Treatment_of_department,青霉胺片
水俣病,Treatment_of_department,二巯丙磺钠注射液
水俣病,Treatment_of_department,青霉胺
人类疱疹病毒6，7，8型感染性疾病,Treatment_of_department,注射用克林霉素磷酸酯
人类疱疹病毒6，7，8型感染性疾病,Treatment_of_department,诺氟沙星胶囊
小儿汞中毒,Treatment_of_department,二巯丙醇
小儿汞中毒,Treatment_of_department,二巯基丙磺酸钠
中毒性眩晕,Treatment_of_department,安神补心丸
中毒性眩晕,Treatment_of_department,氢溴酸山莨菪碱注射液
中毒性眩晕,Treatment_of_department,杞菊地黄丸
乙醚中毒,Treatment_of_department,注射用鼠神经生长因子
乙醚中毒,Treatment_of_department,多烯磷脂酰胆碱注射液
盖氏骨折,Treatment_of_department,骨肽片
盖氏骨折,Treatment_of_department,骨康胶囊
盖氏骨折,Treatment_of_department,正骨水
鱼胆中毒,Treatment_of_department,肝泰颗粒
副溶血性弧菌食物中毒,Treatment_of_department,解毒止泻胶囊
副溶血性弧菌食物中毒,Treatment_of_department,朝阳丸
舟骨骨折,Treatment_of_department,骨康胶囊
舟骨骨折,Treatment_of_department,辣椒风湿膏
舟骨骨折,Treatment_of_department,金属接骨板及接骨螺钉
膝外侧韧带损伤,Treatment_of_department,双氯芬酸二乙胺凝胶
膝外侧韧带损伤,Treatment_of_department,辣椒风湿膏
膝外侧韧带损伤,Treatment_of_department,虎力散胶囊
花粉过敏性哮喘,Treatment_of_department,富马酸酮替芬片
花粉过敏性哮喘,Treatment_of_department,氯雷他定片
花粉过敏性哮喘,Treatment_of_department,粉尘螨滴剂
脊柱脊髓伤,Treatment_of_department,双氯芬酸钠缓释胶囊
脊柱脊髓伤,Treatment_of_department,骨筋丸胶囊
尺桡骨骨干双骨折,Treatment_of_department,云南白药胶囊
尺桡骨骨干双骨折,Treatment_of_department,金属骨针
尺桡骨骨干双骨折,Treatment_of_department,伤科接骨片
咖啡因与氨茶碱中毒,Treatment_of_department,水合氯醛
咖啡因与氨茶碱中毒,Treatment_of_department,尼可刹米
踝关节脱位,Treatment_of_department,散寒活络丸
踝关节脱位,Treatment_of_department,辣椒风湿膏
踝关节脱位,Treatment_of_department,麝香祛痛气雾剂
新生儿中毒性红斑,Treatment_of_department,依巴斯汀片
新生儿中毒性红斑,Treatment_of_department,盐酸左西替利嗪片
高锰酸钾中毒,Treatment_of_department,葡萄糖注射液
福尔马林中毒,Treatment_of_department,碳酸氢钠
胃肠型食物中毒,Treatment_of_department,二十五味马宝丸
胃肠型食物中毒,Treatment_of_department,清热消炎宁胶囊
小儿心力衰竭,Treatment_of_department,硝酸甘油片
小儿心力衰竭,Treatment_of_department,卡托普利片
中枢神经兴奋药中毒,Treatment_of_department,注射用鼠神经生长因子
中枢神经兴奋药中毒,Treatment_of_department,多烯磷脂酰胆碱注射液
急性中毒性脑炎,Treatment_of_department,安宫牛黄丸
急性中毒性脑炎,Treatment_of_department,吡拉西坦氯化钠注射液
急性中毒性脑炎,Treatment_of_department,多巴丝肼片
老年人重症肌无力,Treatment_of_department,硫唑嘌呤片
老年人重症肌无力,Treatment_of_department,溴吡斯的明片
汽油中毒,Treatment_of_department,奋乃静
髌腱断裂,Treatment_of_department,痛肿灵(酊剂)
髌腱断裂,Treatment_of_department,七厘胶囊
铁线虫病,Treatment_of_department,盐酸左旋咪唑糖浆
铁线虫病,Treatment_of_department,阿苯达唑颗粒
阿片类药物中毒,Treatment_of_department,氟哌啶醇片
阿片类药物中毒,Treatment_of_department,盐酸氯丙嗪片
阿片类药物中毒,Treatment_of_department,碳酸氢钠注射液
巨大胎儿,Treatment_of_department,小儿复方鸡内金散
巨大胎儿,Treatment_of_department,婴儿平
维生素A中毒症,Treatment_of_department,维生素B6注射液
布氏菌病,Treatment_of_department,硫酸庆大霉素缓释片
布氏菌病,Treatment_of_department,治疗用布氏菌制剂
布氏菌病,Treatment_of_department,四环素片
颈椎骨折脱位,Treatment_of_department,脊柱护具
颈椎骨折脱位,Treatment_of_department,盐酸曲马多胶囊
颈椎骨折脱位,Treatment_of_department,汉桃叶片
二氧化硫中毒,Treatment_of_department,硫酸特布他林片
二氧化硫中毒,Treatment_of_department,多索茶碱片
羊膜带综合征,Treatment_of_department,安胎丸
羊膜带综合征,Treatment_of_department,黄连羊肝丸
硬脑膜下血肿,Treatment_of_department,硬脑膜下引流导管
硬脑膜下血肿,Treatment_of_department,山梨醇(供口服用)
硬脑膜下血肿,Treatment_of_department,注射用甲硝唑磷酸二钠
毒蕈中毒,Treatment_of_department,朝阳丸
产科播散性血管内凝血,Treatment_of_department,盐酸氟桂利嗪胶囊
产科播散性血管内凝血,Treatment_of_department,藻酸双酯钠片
产科播散性血管内凝血,Treatment_of_department,肝素钠注射液
